#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dump_00003_20200113182754
#open	2025-01-28-20-55-19
#fields	tls_packet_lengths_record
#types	vector[count]
508,17,96,4,3
508,17,100,5,3
508,17,100,5,3
508,17,61,4,3
508,17,61,4,3
508,17,81,2,3
508,17,77,1,3
508,17,118,2,3
508,17,80,6,3
508,17,92,2,3
508,17,92,2,3
508,17,96,3,3
518,16,124,3,3
508,17,92,2,3
508,17,70,5,3
512,16,74,6,3
583,17,124,3,3
567,17,124,3,3
578,17,124,3,3
508,17,72,4,3
508,17,118,2,3
508,17,100,5,3
576,17,124,3,3
539,16,74,6,3
546,16,96,4,3
508,17,61,4,3
508,17,61,4,3
508,17,66,4,3
508,17,100,5,3
518,16,92,2,3
508,17,86,2,3
611,17,124,3,3
611,17,124,3,3
578,17,124,3,3
508,17,93,4,3
566,17,124,3,3
508,17,85,2,3
508,18,124,3,3
508,17,70,5,3
508,17,93,4,3
508,17,93,4,3
508,17,61,4,3
508,17,61,4,3
508,17,86,2,3
508,17,96,4,3
508,17,85,2,3
508,17,93,4,3
508,17,81,2,3
603,17,124,3,3
521,16,96,4,3
508,17,49,2,3
508,17,85,2,3
520,16,96,4,3
508,17,81,2,3
508,17,49,2,3
508,17,118,2,3
508,17,86,2,3
508,17,92,2,3
508,17,86,2,3
508,17,100,5,3
508,17,81,2,3
508,17,93,4,3
508,17,93,4,3
508,17,81,2,3
508,16,118,2,3
508,16,118,2,3
508,16,118,2,3
508,17,81,2,3
508,16,118,2,3
508,16,118,2,3
508,17,81,2,3
508,17,81,2,3
508,17,81,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
577,17,124,3,3
577,17,124,3,3
508,17,118,2,3
518,16,124,3,3
577,17,124,3,3
567,17,124,3,3
566,17,124,3,3
508,17,108,5,3
576,17,124,3,3
508,17,118,2,3
508,17,118,2,3
508,17,74,6,3
508,17,74,6,3
508,17,74,6,3
508,17,74,6,3
508,17,74,6,3
577,17,124,3,3
508,17,72,4,3
508,17,72,4,3
508,17,72,4,3
508,17,72,4,3
508,17,72,4,3
508,17,66,4,3
508,17,96,3,3
508,17,78,7,3
508,17,96,4,3
508,17,83,2,3
508,17,80,6,3
508,17,92,2,3
508,17,74,6,3
508,17,118,2,3
508,17,118,2,3
547,17,124,3,3
508,17,74,6,3
573,17,124,3,3
570,17,124,3,3
508,17,70,5,3
513,16,90,3,3
508,17,96,4,3
520,16,92,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,118,2,3
508,17,104,6,3
572,17,124,3,3
573,17,124,3,3
508,17,96,4,3
508,17,80,6,3
508,17,66,4,3
508,17,57,3,3
508,17,57,3,3
508,17,66,4,3
508,17,100,5,3
625,17,84,2,3
625,17,84,2,3
508,17,68,5,3
508,17,80,6,3
508,17,100,5,3
508,17,100,5,3
508,17,100,5,3
508,17,85,2,3
508,17,96,3,3
528,16,86,2,3
508,17,85,2,3
513,16,72,4,3
508,17,118,2,3
508,17,72,4,3
508,17,85,2,3
508,17,83,2,3
508,17,85,2,3
582,17,124,3,3
574,17,124,3,3
564,17,124,3,3
568,17,124,3,3
508,17,118,2,3
508,17,86,2,3
520,16,96,4,3
508,17,59,4,3
508,17,96,3,3
508,17,85,2,3
508,17,85,2,3
508,17,78,7,3
508,17,100,5,3
508,17,66,4,3
508,17,85,2,3
508,17,66,4,3
508,17,57,3,3
512,16,80,6,3
508,17,85,2,3
508,17,57,3,3
508,17,85,2,3
508,17,57,3,3
#close	2025-01-28-20-55-26
